"filename", "language", "Batch", "Gradle", "Java Properties", "XML", "Kotlin", "JSON", "comment", "blank", "total"
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\drawable\settings_icon.xml", "XML", 0, 0, 0, 5, 0, 0, 0, 1, 6
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\drawable\splash_background.xml", "XML", 0, 0, 0, 13, 0, 0, 0, 3, 16
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\activity_complete_register.xml", "XML", 0, 0, 0, 110, 0, 0, 0, 13, 123
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\activity_forgot_password.xml", "XML", 0, 0, 0, 62, 0, 0, 0, 7, 69
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\activity_home.xml", "XML", 0, 0, 0, 87, 0, 0, 0, 15, 102
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\activity_login.xml", "XML", 0, 0, 0, 139, 0, 0, 0, 19, 158
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\activity_register.xml", "XML", 0, 0, 0, 184, 0, 0, 0, 19, 203
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\activity_splash.xml", "XML", 0, 0, 0, 8, 0, 0, 0, 1, 9
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\activity_steps.xml", "XML", 0, 0, 0, 59, 0, 0, 0, 10, 69
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\activity_verification.xml", "XML", 0, 0, 0, 49, 0, 0, 0, 7, 56
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\activity_welcome.xml", "XML", 0, 0, 0, 40, 0, 0, 0, 3, 43
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\dialog_error.xml", "XML", 0, 0, 0, 48, 0, 0, 0, 8, 56
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\dialog_participate.xml", "XML", 0, 0, 0, 74, 0, 0, 0, 9, 83
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\dialog_question.xml", "XML", 0, 0, 0, 61, 0, 0, 0, 8, 69
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\dialog_success.xml", "XML", 0, 0, 0, 38, 0, 0, 0, 6, 44
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\drawer_header.xml", "XML", 0, 0, 0, 24, 0, 0, 0, 4, 28
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_account.xml", "XML", 0, 0, 0, 248, 0, 0, 0, 36, 284
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_add_contact.xml", "XML", 0, 0, 0, 76, 0, 0, 0, 16, 92
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_add_contact_from_agenda.xml", "XML", 0, 0, 0, 99, 0, 0, 0, 24, 123
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_add_contact_manually.xml", "XML", 0, 0, 0, 53, 0, 0, 0, 6, 59
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_add_credit_card.xml", "XML", 0, 0, 0, 45, 0, 0, 0, 6, 51
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_bizum.xml", "XML", 0, 0, 0, 131, 0, 0, 0, 25, 156
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_bizum_detail.xml", "XML", 0, 0, 0, 270, 0, 0, 0, 36, 306
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_bizum_detail_account.xml", "XML", 0, 0, 0, 251, 0, 0, 0, 35, 286
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_bizum_form.xml", "XML", 0, 0, 0, 260, 0, 0, 0, 48, 308
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_bizum_resume.xml", "XML", 0, 0, 0, 195, 0, 0, 0, 23, 218
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_contact_request_detail.xml", "XML", 0, 0, 0, 73, 0, 0, 0, 13, 86
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_contacts.xml", "XML", 0, 0, 0, 108, 0, 0, 0, 23, 131
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_credit_card.xml", "XML", 0, 0, 0, 94, 0, 0, 0, 17, 111
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_form_credit_card.xml", "XML", 0, 0, 0, 148, 0, 0, 0, 20, 168
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_form_debid_card.xml", "XML", 0, 0, 0, 114, 0, 0, 0, 15, 129
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_form_prepaid_card.xml", "XML", 0, 0, 0, 149, 0, 0, 0, 21, 170
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_form_transfer.xml", "XML", 0, 0, 0, 387, 0, 0, 0, 47, 434
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_functions.xml", "XML", 0, 0, 0, 219, 0, 0, 0, 48, 267
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_home.xml", "XML", 0, 0, 0, 221, 0, 0, 0, 42, 263
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_info_account.xml", "XML", 0, 0, 0, 136, 0, 0, 0, 19, 155
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_info_card.xml", "XML", 0, 0, 0, 247, 0, 0, 0, 25, 272
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_movements_filtered_list.xml", "XML", 0, 0, 0, 22, 0, 0, 0, 3, 25
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_notifications.xml", "XML", 0, 0, 0, 38, 0, 0, 0, 6, 44
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_privacy_policy.xml", "XML", 0, 0, 0, 55, 0, 0, 0, 10, 65
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_profile.xml", "XML", 0, 0, 0, 299, 0, 0, 0, 43, 342
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_promotions.xml", "XML", 0, 0, 0, 87, 0, 0, 0, 9, 96
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_resum_transfer.xml", "XML", 0, 0, 0, 286, 0, 0, 0, 32, 318
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_search_movements.xml", "XML", 0, 0, 0, 181, 0, 0, 0, 28, 209
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_settings.xml", "XML", 0, 0, 0, 13, 0, 0, 0, 2, 15
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_step1.xml", "XML", 0, 0, 0, 107, 0, 0, 0, 11, 118
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_step2.xml", "XML", 0, 0, 0, 214, 0, 0, 0, 22, 236
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_step3.xml", "XML", 0, 0, 0, 198, 0, 0, 0, 25, 223
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_step4.xml", "XML", 0, 0, 0, 68, 0, 0, 0, 7, 75
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_transfer.xml", "XML", 0, 0, 0, 251, 0, 0, 0, 37, 288
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_transfer_detail_account.xml", "XML", 0, 0, 0, 276, 0, 0, 0, 38, 314
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_transfer_from_contact.xml", "XML", 0, 0, 0, 81, 0, 0, 0, 18, 99
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_update_email.xml", "XML", 0, 0, 0, 112, 0, 0, 0, 13, 125
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_update_name.xml", "XML", 0, 0, 0, 128, 0, 0, 0, 15, 143
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_update_password.xml", "XML", 0, 0, 0, 122, 0, 0, 0, 14, 136
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_update_phone.xml", "XML", 0, 0, 0, 92, 0, 0, 0, 11, 103
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\fragment_user_missions.xml", "XML", 0, 0, 0, 23, 0, 0, 0, 4, 27
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\item_account_movements.xml", "XML", 0, 0, 0, 84, 0, 0, 0, 12, 96
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\item_add_credit_card.xml", "XML", 0, 0, 0, 69, 0, 0, 0, 7, 76
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\item_add_from_agenda.xml", "XML", 0, 0, 0, 64, 0, 0, 0, 12, 76
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\item_add_note.xml", "XML", 0, 0, 0, 72, 0, 0, 0, 14, 86
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\item_bizum.xml", "XML", 0, 0, 0, 73, 0, 0, 0, 8, 81
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\item_bizum_address.xml", "XML", 0, 0, 0, 67, 0, 0, 0, 12, 79
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\item_contact.xml", "XML", 0, 0, 0, 161, 0, 0, 0, 22, 183
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\item_contact_loading.xml", "XML", 0, 0, 0, 52, 0, 0, 0, 9, 61
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\item_contact_transfer.xml", "XML", 0, 0, 0, 60, 0, 0, 0, 8, 68
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\item_credit_card.xml", "XML", 0, 0, 0, 61, 0, 0, 0, 7, 68
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\item_credit_card_loading.xml", "XML", 0, 0, 0, 87, 0, 0, 0, 12, 99
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\item_featured_promotions.xml", "XML", 0, 0, 0, 57, 0, 0, 0, 8, 65
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\item_home_header.xml", "XML", 0, 0, 0, 42, 0, 0, 0, 6, 48
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\item_home_header_loading.xml", "XML", 0, 0, 0, 37, 0, 0, 0, 6, 43
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\item_info_promotions.xml", "XML", 0, 0, 0, 27, 0, 0, 0, 3, 30
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\item_mission.xml", "XML", 0, 0, 0, 51, 0, 0, 0, 12, 63
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\item_movement_loading.xml", "XML", 0, 0, 0, 72, 0, 0, 0, 10, 82
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\item_movements.xml", "XML", 0, 0, 0, 73, 0, 0, 0, 10, 83
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\item_notification.xml", "XML", 0, 0, 0, 83, 0, 0, 0, 18, 101
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\item_profile_image_loading.xml", "XML", 0, 0, 0, 14, 0, 0, 0, 3, 17
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\item_settings.xml", "XML", 0, 0, 0, 44, 0, 0, 0, 7, 51
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\item_spinner_dropdown.xml", "XML", 0, 0, 0, 12, 0, 0, 0, 5, 17
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\item_spinner_text.xml", "XML", 0, 0, 0, 12, 0, 0, 0, 2, 14
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\item_transfer.xml", "XML", 0, 0, 0, 75, 0, 0, 0, 9, 84
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\item_update_alias.xml", "XML", 0, 0, 0, 57, 0, 0, 0, 11, 68
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\layout\view_header.xml", "XML", 0, 0, 0, 25, 0, 0, 0, 3, 28
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\menu\bottom_navigation_menu.xml", "XML", 0, 0, 0, 19, 0, 0, 0, 1, 20
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\menu\navdrawer_menu.xml", "XML", 0, 0, 0, 26, 0, 0, 0, 5, 31
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\menu\right_options.xml", "XML", 0, 0, 0, 9, 0, 0, 5, 2, 16
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\mipmap-anydpi-v26\ic_launcher.xml", "XML", 0, 0, 0, 5, 0, 0, 0, 0, 5
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\mipmap-anydpi-v26\ic_launcher_round.xml", "XML", 0, 0, 0, 5, 0, 0, 0, 0, 5
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\mipmap-anydpi-v33\ic_launcher.xml", "XML", 0, 0, 0, 6, 0, 0, 0, 0, 6
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\navigation\navigation.xml", "XML", 0, 0, 0, 547, 0, 0, 0, 9, 556
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\raw\generate_money.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\raw\great.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\raw\load.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\raw\load_number.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\raw\loading.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\raw\slot_number.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\raw\welcome.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\values-night\themes.xml", "XML", 0, 0, 0, 11, 0, 0, 5, 0, 16
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\values\colors.xml", "XML", 0, 0, 0, 39, 0, 0, 0, 15, 54
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\values\strings.xml", "XML", 0, 0, 0, 238, 0, 0, 1, 36, 275
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\values\themes.xml", "XML", 0, 0, 0, 130, 0, 0, 6, 19, 155
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\xml\backup_rules.xml", "XML", 0, 0, 0, 3, 0, 0, 10, 0, 13
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\main\res\xml\data_extraction_rules.xml", "XML", 0, 0, 0, 5, 0, 0, 14, 0, 19
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\app\src\test\java\com\bluemeth\simbank\ExampleUnitTest.kt", "Kotlin", 0, 0, 0, 0, 9, 0, 5, 3, 17
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\build.gradle", "Gradle", 0, 19, 0, 0, 0, 0, 0, 3, 22
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\gradle.properties", "Java Properties", 0, 0, 4, 0, 0, 0, 19, 0, 23
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\gradle\wrapper\gradle-wrapper.properties", "Java Properties", 0, 0, 5, 0, 0, 0, 1, 1, 7
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\gradlew.bat", "Batch", 68, 0, 0, 0, 0, 0, 0, 22, 90
"c:\Users\didac\OneDrive\Documentos\FP\CFGS\2nDAM\PROJECTES\SIM_BANK\settings.gradle", "Gradle", 0, 16, 0, 0, 0, 0, 0, 1, 17
"Total", "-", 68, 109, 9, 10280, 11770, 83, 233, 3916, 26468
